output,base_key,keyboard_apple_id,key_code,modifiers
Ò,l,com.apple.keylayout.Maori,,"{'shift', 'option'}"
Ô,j,com.apple.keylayout.Maori,,"{'shift', 'option'}"
ʻ,',com.apple.keylayout.Maori,,"{'shift', 'option'}"
,k,com.apple.keylayout.Maori,,"{'shift', 'option'}"
Ú,;,com.apple.keylayout.Maori,,"{'shift', 'option'}"
»,\,com.apple.keylayout.Maori,,"{'shift', 'option'}"
¯,",",com.apple.keylayout.Maori,,"{'shift', 'option'}"
¿,/,com.apple.keylayout.Maori,,"{'shift', 'option'}"
˜,n,com.apple.keylayout.Maori,,"{'shift', 'option'}"
Â,m,com.apple.keylayout.Maori,,"{'shift', 'option'}"
˘,.,com.apple.keylayout.Maori,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Maori,,"{'shift', 'option'}"
`,,com.apple.keylayout.Maori,50,"{'shift', 'option'}"
.,.,com.apple.keylayout.Maori,,"{'shift', 'option'}"
*,,com.apple.keylayout.Maori,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Maori,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Maori,,"{'shift', 'option'}"
+,,com.apple.keylayout.Maori,,"{'shift', 'option'}"
=,,com.apple.keylayout.Maori,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Maori,,"{'shift', 'option'}"
/,,com.apple.keylayout.Maori,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Maori,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Maori,,"{'shift', 'option'}"
0,0,com.apple.keylayout.Maori,,"{'shift', 'option'}"
1,1,com.apple.keylayout.Maori,,"{'shift', 'option'}"
2,2,com.apple.keylayout.Maori,,"{'shift', 'option'}"
3,3,com.apple.keylayout.Maori,,"{'shift', 'option'}"
4,4,com.apple.keylayout.Maori,,"{'shift', 'option'}"
5,5,com.apple.keylayout.Maori,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Maori,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Maori,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Maori,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Maori,,"{'shift', 'option'}"
a,a,com.apple.keylayout.Brazilian-Pro,,set()
s,s,com.apple.keylayout.Brazilian-Pro,,set()
d,d,com.apple.keylayout.Brazilian-Pro,,set()
f,f,com.apple.keylayout.Brazilian-Pro,,set()
h,h,com.apple.keylayout.Brazilian-Pro,,set()
g,g,com.apple.keylayout.Brazilian-Pro,,set()
z,z,com.apple.keylayout.Brazilian-Pro,,set()
x,x,com.apple.keylayout.Brazilian-Pro,,set()
c,c,com.apple.keylayout.Brazilian-Pro,,set()
v,v,com.apple.keylayout.Brazilian-Pro,,set()
§,§,com.apple.keylayout.Brazilian-Pro,10,set()
b,b,com.apple.keylayout.Brazilian-Pro,,set()
q,q,com.apple.keylayout.Brazilian-Pro,,set()
w,w,com.apple.keylayout.Brazilian-Pro,,set()
e,e,com.apple.keylayout.Brazilian-Pro,,set()
r,r,com.apple.keylayout.Brazilian-Pro,,set()
y,y,com.apple.keylayout.Brazilian-Pro,,set()
t,t,com.apple.keylayout.Brazilian-Pro,,set()
1,1,com.apple.keylayout.Brazilian-Pro,,set()
2,2,com.apple.keylayout.Brazilian-Pro,,set()
3,3,com.apple.keylayout.Brazilian-Pro,,set()
4,4,com.apple.keylayout.Brazilian-Pro,,set()
6,6,com.apple.keylayout.Brazilian-Pro,,set()
5,5,com.apple.keylayout.Brazilian-Pro,,set()
=,=,com.apple.keylayout.Brazilian-Pro,,set()
9,9,com.apple.keylayout.Brazilian-Pro,,set()
7,7,com.apple.keylayout.Brazilian-Pro,,set()
-,-,com.apple.keylayout.Brazilian-Pro,,set()
8,8,com.apple.keylayout.Brazilian-Pro,,set()
0,0,com.apple.keylayout.Brazilian-Pro,,set()
],],com.apple.keylayout.Brazilian-Pro,,set()
o,o,com.apple.keylayout.Brazilian-Pro,,set()
u,u,com.apple.keylayout.Brazilian-Pro,,set()
[,[,com.apple.keylayout.Brazilian-Pro,,set()
i,i,com.apple.keylayout.Brazilian-Pro,,set()
p,p,com.apple.keylayout.Brazilian-Pro,,set()
l,l,com.apple.keylayout.Brazilian-Pro,,set()
j,j,com.apple.keylayout.Brazilian-Pro,,set()
',',com.apple.keylayout.Brazilian-Pro,,set()
k,k,com.apple.keylayout.Brazilian-Pro,,set()
;,;,com.apple.keylayout.Brazilian-Pro,,set()
\,\,com.apple.keylayout.Brazilian-Pro,,set()
",",",",com.apple.keylayout.Brazilian-Pro,,set()
/,/,com.apple.keylayout.Brazilian-Pro,,set()
n,n,com.apple.keylayout.Brazilian-Pro,,set()
m,m,com.apple.keylayout.Brazilian-Pro,,set()
.,.,com.apple.keylayout.Brazilian-Pro,,set()
 , ,com.apple.keylayout.Brazilian-Pro,,set()
`,`,com.apple.keylayout.Brazilian-Pro,50,set()
.,.,com.apple.keylayout.Brazilian-Pro,,set()
*,*,com.apple.keylayout.Brazilian-Pro,,set()
+,+,com.apple.keylayout.Brazilian-Pro,,set()
/,/,com.apple.keylayout.Brazilian-Pro,,set()
-,-,com.apple.keylayout.Brazilian-Pro,,set()
=,=,com.apple.keylayout.Brazilian-Pro,,set()
0,0,com.apple.keylayout.Brazilian-Pro,,set()
1,1,com.apple.keylayout.Brazilian-Pro,,set()
2,2,com.apple.keylayout.Brazilian-Pro,,set()
3,3,com.apple.keylayout.Brazilian-Pro,,set()
4,4,com.apple.keylayout.Brazilian-Pro,,set()
5,5,com.apple.keylayout.Brazilian-Pro,,set()
6,6,com.apple.keylayout.Brazilian-Pro,,set()
7,7,com.apple.keylayout.Brazilian-Pro,,set()
8,8,com.apple.keylayout.Brazilian-Pro,,set()
9,9,com.apple.keylayout.Brazilian-Pro,,set()
A,a,com.apple.keylayout.Brazilian-Pro,,{'shift'}
S,s,com.apple.keylayout.Brazilian-Pro,,{'shift'}
D,d,com.apple.keylayout.Brazilian-Pro,,{'shift'}
F,f,com.apple.keylayout.Brazilian-Pro,,{'shift'}
H,h,com.apple.keylayout.Brazilian-Pro,,{'shift'}
G,g,com.apple.keylayout.Brazilian-Pro,,{'shift'}
Z,z,com.apple.keylayout.Brazilian-Pro,,{'shift'}
X,x,com.apple.keylayout.Brazilian-Pro,,{'shift'}
C,c,com.apple.keylayout.Brazilian-Pro,,{'shift'}
V,v,com.apple.keylayout.Brazilian-Pro,,{'shift'}
±,§,com.apple.keylayout.Brazilian-Pro,10,{'shift'}
B,b,com.apple.keylayout.Brazilian-Pro,,{'shift'}
Q,q,com.apple.keylayout.Brazilian-Pro,,{'shift'}
W,w,com.apple.keylayout.Brazilian-Pro,,{'shift'}
E,e,com.apple.keylayout.Brazilian-Pro,,{'shift'}
R,r,com.apple.keylayout.Brazilian-Pro,,{'shift'}
Y,y,com.apple.keylayout.Brazilian-Pro,,{'shift'}
T,t,com.apple.keylayout.Brazilian-Pro,,{'shift'}
!,1,com.apple.keylayout.Brazilian-Pro,,{'shift'}
@,2,com.apple.keylayout.Brazilian-Pro,,{'shift'}
#,3,com.apple.keylayout.Brazilian-Pro,,{'shift'}
$,4,com.apple.keylayout.Brazilian-Pro,,{'shift'}
^,6,com.apple.keylayout.Brazilian-Pro,,{'shift'}
%,5,com.apple.keylayout.Brazilian-Pro,,{'shift'}
+,=,com.apple.keylayout.Brazilian-Pro,,{'shift'}
(,9,com.apple.keylayout.Brazilian-Pro,,{'shift'}
&,7,com.apple.keylayout.Brazilian-Pro,,{'shift'}
_,-,com.apple.keylayout.Brazilian-Pro,,{'shift'}
*,8,com.apple.keylayout.Brazilian-Pro,,{'shift'}
),0,com.apple.keylayout.Brazilian-Pro,,{'shift'}
},],com.apple.keylayout.Brazilian-Pro,,{'shift'}
O,o,com.apple.keylayout.Brazilian-Pro,,{'shift'}
U,u,com.apple.keylayout.Brazilian-Pro,,{'shift'}
{,[,com.apple.keylayout.Brazilian-Pro,,{'shift'}
I,i,com.apple.keylayout.Brazilian-Pro,,{'shift'}
P,p,com.apple.keylayout.Brazilian-Pro,,{'shift'}
L,l,com.apple.keylayout.Brazilian-Pro,,{'shift'}
J,j,com.apple.keylayout.Brazilian-Pro,,{'shift'}
"""",',com.apple.keylayout.Brazilian-Pro,,{'shift'}
K,k,com.apple.keylayout.Brazilian-Pro,,{'shift'}
:,;,com.apple.keylayout.Brazilian-Pro,,{'shift'}
|,\,com.apple.keylayout.Brazilian-Pro,,{'shift'}
<,",",com.apple.keylayout.Brazilian-Pro,,{'shift'}
?,/,com.apple.keylayout.Brazilian-Pro,,{'shift'}
N,n,com.apple.keylayout.Brazilian-Pro,,{'shift'}
M,m,com.apple.keylayout.Brazilian-Pro,,{'shift'}
>,.,com.apple.keylayout.Brazilian-Pro,,{'shift'}
 , ,com.apple.keylayout.Brazilian-Pro,,{'shift'}
~,`,com.apple.keylayout.Brazilian-Pro,50,{'shift'}
.,.,com.apple.keylayout.Brazilian-Pro,,{'shift'}
*,,com.apple.keylayout.Brazilian-Pro,,{'shift'}
*,*,com.apple.keylayout.Brazilian-Pro,,{'shift'}
+,+,com.apple.keylayout.Brazilian-Pro,,{'shift'}
+,,com.apple.keylayout.Brazilian-Pro,,{'shift'}
=,,com.apple.keylayout.Brazilian-Pro,,{'shift'}
/,/,com.apple.keylayout.Brazilian-Pro,,{'shift'}
/,,com.apple.keylayout.Brazilian-Pro,,{'shift'}
-,-,com.apple.keylayout.Brazilian-Pro,,{'shift'}
=,=,com.apple.keylayout.Brazilian-Pro,,{'shift'}
0,0,com.apple.keylayout.Brazilian-Pro,,{'shift'}
1,1,com.apple.keylayout.Brazilian-Pro,,{'shift'}
2,2,com.apple.keylayout.Brazilian-Pro,,{'shift'}
3,3,com.apple.keylayout.Brazilian-Pro,,{'shift'}
4,4,com.apple.keylayout.Brazilian-Pro,,{'shift'}
5,5,com.apple.keylayout.Brazilian-Pro,,{'shift'}
6,6,com.apple.keylayout.Brazilian-Pro,,{'shift'}
7,7,com.apple.keylayout.Brazilian-Pro,,{'shift'}
8,8,com.apple.keylayout.Brazilian-Pro,,{'shift'}
9,9,com.apple.keylayout.Brazilian-Pro,,{'shift'}
å,a,com.apple.keylayout.Brazilian-Pro,,{'option'}
ß,s,com.apple.keylayout.Brazilian-Pro,,{'option'}
∂,d,com.apple.keylayout.Brazilian-Pro,,{'option'}
ƒ,f,com.apple.keylayout.Brazilian-Pro,,{'option'}
˙,h,com.apple.keylayout.Brazilian-Pro,,{'option'}
©,g,com.apple.keylayout.Brazilian-Pro,,{'option'}
Ω,z,com.apple.keylayout.Brazilian-Pro,,{'option'}
≈,x,com.apple.keylayout.Brazilian-Pro,,{'option'}
ç,c,com.apple.keylayout.Brazilian-Pro,,{'option'}
√,v,com.apple.keylayout.Brazilian-Pro,,{'option'}
§,§,com.apple.keylayout.Brazilian-Pro,10,{'option'}
∫,b,com.apple.keylayout.Brazilian-Pro,,{'option'}
œ,q,com.apple.keylayout.Brazilian-Pro,,{'option'}
∑,w,com.apple.keylayout.Brazilian-Pro,,{'option'}
®,r,com.apple.keylayout.Brazilian-Pro,,{'option'}
¥,y,com.apple.keylayout.Brazilian-Pro,,{'option'}
†,t,com.apple.keylayout.Brazilian-Pro,,{'option'}
¡,1,com.apple.keylayout.Brazilian-Pro,,{'option'}
™,2,com.apple.keylayout.Brazilian-Pro,,{'option'}
£,3,com.apple.keylayout.Brazilian-Pro,,{'option'}
¢,4,com.apple.keylayout.Brazilian-Pro,,{'option'}
§,6,com.apple.keylayout.Brazilian-Pro,,{'option'}
∞,5,com.apple.keylayout.Brazilian-Pro,,{'option'}
≠,=,com.apple.keylayout.Brazilian-Pro,,{'option'}
ª,9,com.apple.keylayout.Brazilian-Pro,,{'option'}
¶,7,com.apple.keylayout.Brazilian-Pro,,{'option'}
–,-,com.apple.keylayout.Brazilian-Pro,,{'option'}
•,8,com.apple.keylayout.Brazilian-Pro,,{'option'}
º,0,com.apple.keylayout.Brazilian-Pro,,{'option'}
‘,],com.apple.keylayout.Brazilian-Pro,,{'option'}
ø,o,com.apple.keylayout.Brazilian-Pro,,{'option'}
“,[,com.apple.keylayout.Brazilian-Pro,,{'option'}
π,p,com.apple.keylayout.Brazilian-Pro,,{'option'}
¬,l,com.apple.keylayout.Brazilian-Pro,,{'option'}
∆,j,com.apple.keylayout.Brazilian-Pro,,{'option'}
æ,',com.apple.keylayout.Brazilian-Pro,,{'option'}
˚,k,com.apple.keylayout.Brazilian-Pro,,{'option'}
…,;,com.apple.keylayout.Brazilian-Pro,,{'option'}
«,\,com.apple.keylayout.Brazilian-Pro,,{'option'}
≤,",",com.apple.keylayout.Brazilian-Pro,,{'option'}
÷,/,com.apple.keylayout.Brazilian-Pro,,{'option'}
µ,m,com.apple.keylayout.Brazilian-Pro,,{'option'}
≥,.,com.apple.keylayout.Brazilian-Pro,,{'option'}
 , ,com.apple.keylayout.Brazilian-Pro,,{'option'}
.,.,com.apple.keylayout.Brazilian-Pro,,{'option'}
*,*,com.apple.keylayout.Brazilian-Pro,,{'option'}
+,+,com.apple.keylayout.Brazilian-Pro,,{'option'}
/,/,com.apple.keylayout.Brazilian-Pro,,{'option'}
-,-,com.apple.keylayout.Brazilian-Pro,,{'option'}
=,=,com.apple.keylayout.Brazilian-Pro,,{'option'}
0,0,com.apple.keylayout.Brazilian-Pro,,{'option'}
1,1,com.apple.keylayout.Brazilian-Pro,,{'option'}
2,2,com.apple.keylayout.Brazilian-Pro,,{'option'}
3,3,com.apple.keylayout.Brazilian-Pro,,{'option'}
4,4,com.apple.keylayout.Brazilian-Pro,,{'option'}
5,5,com.apple.keylayout.Brazilian-Pro,,{'option'}
6,6,com.apple.keylayout.Brazilian-Pro,,{'option'}
7,7,com.apple.keylayout.Brazilian-Pro,,{'option'}
8,8,com.apple.keylayout.Brazilian-Pro,,{'option'}
9,9,com.apple.keylayout.Brazilian-Pro,,{'option'}
Å,a,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Í,s,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Î,d,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Ï,f,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Ó,h,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
˝,g,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
¸,z,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
˛,x,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Ç,c,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
◊,v,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
±,§,com.apple.keylayout.Brazilian-Pro,10,"{'shift', 'option'}"
ı,b,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Œ,q,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
„,w,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
´,e,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
‰,r,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Á,y,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
ˇ,t,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
⁄,1,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
€,2,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
‹,3,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
›,4,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
ﬂ,6,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
ﬁ,5,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
±,=,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
·,9,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
‡,7,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
—,-,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
°,8,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
‚,0,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
’,],com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Ø,o,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
¨,u,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
”,[,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
ˆ,i,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
∏,p,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Ò,l,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Ô,j,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Æ,',com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
,k,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Ú,;,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
»,\,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
¯,",",com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
¿,/,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
˜,n,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
Â,m,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
˘,.,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
`,`,com.apple.keylayout.Brazilian-Pro,50,"{'shift', 'option'}"
.,.,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
*,,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
+,,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
=,,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
/,,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
0,0,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
1,1,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
2,2,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
3,3,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
4,4,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
5,5,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Brazilian-Pro,,"{'shift', 'option'}"
a,a,com.apple.keylayout.Estonian,,set()
s,s,com.apple.keylayout.Estonian,,set()
d,d,com.apple.keylayout.Estonian,,set()
f,f,com.apple.keylayout.Estonian,,set()
h,h,com.apple.keylayout.Estonian,,set()
g,g,com.apple.keylayout.Estonian,,set()
z,z,com.apple.keylayout.Estonian,,set()
x,x,com.apple.keylayout.Estonian,,set()
c,c,com.apple.keylayout.Estonian,,set()
v,v,com.apple.keylayout.Estonian,,set()
b,b,com.apple.keylayout.Estonian,,set()
q,q,com.apple.keylayout.Estonian,,set()
w,w,com.apple.keylayout.Estonian,,set()
e,e,com.apple.keylayout.Estonian,,set()
r,r,com.apple.keylayout.Estonian,,set()
y,y,com.apple.keylayout.Estonian,,set()
t,t,com.apple.keylayout.Estonian,,set()
1,1,com.apple.keylayout.Estonian,,set()
2,2,com.apple.keylayout.Estonian,,set()
3,3,com.apple.keylayout.Estonian,,set()
4,4,com.apple.keylayout.Estonian,,set()
6,6,com.apple.keylayout.Estonian,,set()
5,5,com.apple.keylayout.Estonian,,set()
9,9,com.apple.keylayout.Estonian,,set()
7,7,com.apple.keylayout.Estonian,,set()
+,+,com.apple.keylayout.Estonian,,set()
8,8,com.apple.keylayout.Estonian,,set()
0,0,com.apple.keylayout.Estonian,,set()
õ,õ,com.apple.keylayout.Estonian,,set()
o,o,com.apple.keylayout.Estonian,,set()
u,u,com.apple.keylayout.Estonian,,set()
ü,ü,com.apple.keylayout.Estonian,,set()
i,i,com.apple.keylayout.Estonian,,set()
p,p,com.apple.keylayout.Estonian,,set()
l,l,com.apple.keylayout.Estonian,,set()
j,j,com.apple.keylayout.Estonian,,set()
ä,ä,com.apple.keylayout.Estonian,,set()
k,k,com.apple.keylayout.Estonian,,set()
