output,base_key,keyboard_apple_id,key_code,modifiers
5,5,com.apple.keylayout.Irish,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Irish,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Irish,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Irish,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Irish,,"{'shift', 'option'}"
ش,ش,com.apple.keylayout.Arabic,,set()
س,س,com.apple.keylayout.Arabic,,set()
ي,ي,com.apple.keylayout.Arabic,,set()
ب,ب,com.apple.keylayout.Arabic,,set()
ا,ا,com.apple.keylayout.Arabic,,set()
ل,ل,com.apple.keylayout.Arabic,,set()
ظ,ظ,com.apple.keylayout.Arabic,,set()
ط,ط,com.apple.keylayout.Arabic,,set()
ذ,ذ,com.apple.keylayout.Arabic,,set()
د,د,com.apple.keylayout.Arabic,,set()
ز,ز,com.apple.keylayout.Arabic,,set()
ض,ض,com.apple.keylayout.Arabic,,set()
ص,ص,com.apple.keylayout.Arabic,,set()
ث,ث,com.apple.keylayout.Arabic,,set()
ق,ق,com.apple.keylayout.Arabic,,set()
غ,غ,com.apple.keylayout.Arabic,,set()
ف,ف,com.apple.keylayout.Arabic,,set()
١,١,com.apple.keylayout.Arabic,,set()
٢,٢,com.apple.keylayout.Arabic,,set()
٣,٣,com.apple.keylayout.Arabic,,set()
٤,٤,com.apple.keylayout.Arabic,,set()
٦,٦,com.apple.keylayout.Arabic,,set()
٥,٥,com.apple.keylayout.Arabic,,set()
=,=,com.apple.keylayout.Arabic,,set()
٩,٩,com.apple.keylayout.Arabic,,set()
٧,٧,com.apple.keylayout.Arabic,,set()
-,-,com.apple.keylayout.Arabic,,set()
٨,٨,com.apple.keylayout.Arabic,,set()
٠,٠,com.apple.keylayout.Arabic,,set()
ة,ة,com.apple.keylayout.Arabic,,set()
خ,خ,com.apple.keylayout.Arabic,,set()
ع,ع,com.apple.keylayout.Arabic,,set()
ج,ج,com.apple.keylayout.Arabic,,set()
ه,ه,com.apple.keylayout.Arabic,,set()
ح,ح,com.apple.keylayout.Arabic,,set()
م,م,com.apple.keylayout.Arabic,,set()
ت,ت,com.apple.keylayout.Arabic,,set()
؛,؛,com.apple.keylayout.Arabic,,set()
ن,ن,com.apple.keylayout.Arabic,,set()
ك,ك,com.apple.keylayout.Arabic,,set()
\,\,com.apple.keylayout.Arabic,,set()
،,،,com.apple.keylayout.Arabic,,set()
/,/,com.apple.keylayout.Arabic,,set()
ر,ر,com.apple.keylayout.Arabic,,set()
و,و,com.apple.keylayout.Arabic,,set()
.,.,com.apple.keylayout.Arabic,,set()
 , ,com.apple.keylayout.Arabic,,set()
ـ,ـ,com.apple.keylayout.Arabic,50,set()
.,.,com.apple.keylayout.Arabic,,set()
*,*,com.apple.keylayout.Arabic,,set()
+,+,com.apple.keylayout.Arabic,,set()
/,/,com.apple.keylayout.Arabic,,set()
-,-,com.apple.keylayout.Arabic,,set()
=,=,com.apple.keylayout.Arabic,,set()
٠,٠,com.apple.keylayout.Arabic,,set()
١,١,com.apple.keylayout.Arabic,,set()
٢,٢,com.apple.keylayout.Arabic,,set()
٣,٣,com.apple.keylayout.Arabic,,set()
٤,٤,com.apple.keylayout.Arabic,,set()
٥,٥,com.apple.keylayout.Arabic,,set()
٦,٦,com.apple.keylayout.Arabic,,set()
٧,٧,com.apple.keylayout.Arabic,,set()
٨,٨,com.apple.keylayout.Arabic,,set()
٩,٩,com.apple.keylayout.Arabic,,set()
«,ش,com.apple.keylayout.Arabic,,{'shift'}
»,س,com.apple.keylayout.Arabic,,{'shift'}
ى,ي,com.apple.keylayout.Arabic,,{'shift'}
آ,ا,com.apple.keylayout.Arabic,,{'shift'}
',ظ,com.apple.keylayout.Arabic,,{'shift'}
ئ,ذ,com.apple.keylayout.Arabic,,{'shift'}
ء,د,com.apple.keylayout.Arabic,,{'shift'}
أ,ز,com.apple.keylayout.Arabic,,{'shift'}
َ,ض,com.apple.keylayout.Arabic,,{'shift'}
ً,ص,com.apple.keylayout.Arabic,,{'shift'}
ِ,ث,com.apple.keylayout.Arabic,,{'shift'}
ٍ,ق,com.apple.keylayout.Arabic,,{'shift'}
ٌ,غ,com.apple.keylayout.Arabic,,{'shift'}
ُ,ف,com.apple.keylayout.Arabic,,{'shift'}
!,١,com.apple.keylayout.Arabic,,{'shift'}
❊,٢,com.apple.keylayout.Arabic,,{'shift'}
#,٣,com.apple.keylayout.Arabic,,{'shift'}
$,٤,com.apple.keylayout.Arabic,,{'shift'}
^,٦,com.apple.keylayout.Arabic,,{'shift'}
٪,٥,com.apple.keylayout.Arabic,,{'shift'}
+,=,com.apple.keylayout.Arabic,,{'shift'}
),٩,com.apple.keylayout.Arabic,,{'shift'}
&,٧,com.apple.keylayout.Arabic,,{'shift'}
ـ,-,com.apple.keylayout.Arabic,,{'shift'}
*,٨,com.apple.keylayout.Arabic,,{'shift'}
(,٠,com.apple.keylayout.Arabic,,{'shift'}
{,ة,com.apple.keylayout.Arabic,,{'shift'}
],خ,com.apple.keylayout.Arabic,,{'shift'}
ْ,ع,com.apple.keylayout.Arabic,,{'shift'}
},ج,com.apple.keylayout.Arabic,,{'shift'}
ّ,ه,com.apple.keylayout.Arabic,,{'shift'}
[,ح,com.apple.keylayout.Arabic,,{'shift'}
"""",؛,com.apple.keylayout.Arabic,,{'shift'}
:,ك,com.apple.keylayout.Arabic,,{'shift'}
|,\,com.apple.keylayout.Arabic,,{'shift'}
>,،,com.apple.keylayout.Arabic,,{'shift'}
؟,/,com.apple.keylayout.Arabic,,{'shift'}
إ,ر,com.apple.keylayout.Arabic,,{'shift'}
ؤ,و,com.apple.keylayout.Arabic,,{'shift'}
<,.,com.apple.keylayout.Arabic,,{'shift'}
 , ,com.apple.keylayout.Arabic,,{'shift'}
.,.,com.apple.keylayout.Arabic,,{'shift'}
*,,com.apple.keylayout.Arabic,,{'shift'}
*,*,com.apple.keylayout.Arabic,,{'shift'}
+,+,com.apple.keylayout.Arabic,,{'shift'}
+,,com.apple.keylayout.Arabic,,{'shift'}
=,,com.apple.keylayout.Arabic,,{'shift'}
/,/,com.apple.keylayout.Arabic,,{'shift'}
/,,com.apple.keylayout.Arabic,,{'shift'}
-,-,com.apple.keylayout.Arabic,,{'shift'}
=,=,com.apple.keylayout.Arabic,,{'shift'}
٠,٠,com.apple.keylayout.Arabic,,{'shift'}
١,١,com.apple.keylayout.Arabic,,{'shift'}
٢,٢,com.apple.keylayout.Arabic,,{'shift'}
٣,٣,com.apple.keylayout.Arabic,,{'shift'}
٤,٤,com.apple.keylayout.Arabic,,{'shift'}
٥,٥,com.apple.keylayout.Arabic,,{'shift'}
٦,٦,com.apple.keylayout.Arabic,,{'shift'}
٧,٧,com.apple.keylayout.Arabic,,{'shift'}
٨,٨,com.apple.keylayout.Arabic,,{'shift'}
٩,٩,com.apple.keylayout.Arabic,,{'shift'}
ے,س,com.apple.keylayout.Arabic,,{'option'}
ی,ي,com.apple.keylayout.Arabic,,{'option'}
پ,ب,com.apple.keylayout.Arabic,,{'option'}
ڈ,ذ,com.apple.keylayout.Arabic,,{'option'}
ڑ,د,com.apple.keylayout.Arabic,,{'option'}
ژ,ز,com.apple.keylayout.Arabic,,{'option'}
ڤ,ف,com.apple.keylayout.Arabic,,{'option'}
ظ,١,com.apple.keylayout.Arabic,,{'option'}
ط,٢,com.apple.keylayout.Arabic,,{'option'}
ذ,٣,com.apple.keylayout.Arabic,,{'option'}
د,٤,com.apple.keylayout.Arabic,,{'option'}
_,-,com.apple.keylayout.Arabic,,{'option'}
ە,ع,com.apple.keylayout.Arabic,,{'option'}
چ,ج,com.apple.keylayout.Arabic,,{'option'}
ٹ,ت,com.apple.keylayout.Arabic,,{'option'}
…,؛,com.apple.keylayout.Arabic,,{'option'}
ں,ن,com.apple.keylayout.Arabic,,{'option'}
گ,ك,com.apple.keylayout.Arabic,,{'option'}
",",،,com.apple.keylayout.Arabic,,{'option'}
÷,/,com.apple.keylayout.Arabic,,{'option'}
 , ,com.apple.keylayout.Arabic,,{'option'}
‏,,com.apple.keylayout.Arabic,,{'option'}
.,.,com.apple.keylayout.Arabic,,{'option'}
*,,com.apple.keylayout.Arabic,,{'option'}
*,*,com.apple.keylayout.Arabic,,{'option'}
+,+,com.apple.keylayout.Arabic,,{'option'}
+,,com.apple.keylayout.Arabic,,{'option'}
=,,com.apple.keylayout.Arabic,,{'option'}
/,/,com.apple.keylayout.Arabic,,{'option'}
/,,com.apple.keylayout.Arabic,,{'option'}
-,-,com.apple.keylayout.Arabic,,{'option'}
=,=,com.apple.keylayout.Arabic,,{'option'}
٠,٠,com.apple.keylayout.Arabic,,{'option'}
١,١,com.apple.keylayout.Arabic,,{'option'}
٢,٢,com.apple.keylayout.Arabic,,{'option'}
٣,٣,com.apple.keylayout.Arabic,,{'option'}
٤,٤,com.apple.keylayout.Arabic,,{'option'}
٥,٥,com.apple.keylayout.Arabic,,{'option'}
٦,٦,com.apple.keylayout.Arabic,,{'option'}
٧,٧,com.apple.keylayout.Arabic,,{'option'}
٨,٨,com.apple.keylayout.Arabic,,{'option'}
٩,٩,com.apple.keylayout.Arabic,,{'option'}
ے,س,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ی,ي,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
پ,ب,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ڈ,ذ,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ڑ,د,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ژ,ز,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ڤ,ف,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ظ,١,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ط,٢,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ذ,٣,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
€,٤,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
_,-,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ە,ع,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
چ,ج,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ٹ,ت,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
…,؛,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ں,ن,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
ک,ك,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
",",،,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
÷,/,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
‎,,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
.,.,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
*,,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
+,,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
=,,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
/,,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٠,٠,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
١,١,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٢,٢,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٣,٣,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٤,٤,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٥,٥,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٦,٦,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٧,٧,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٨,٨,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
٩,٩,com.apple.keylayout.Arabic,,"{'shift', 'option'}"
s,s,com.apple.keylayout.Vietnamese,,set()
d,d,com.apple.keylayout.Vietnamese,,set()
f,f,com.apple.keylayout.Vietnamese,,set()
h,h,com.apple.keylayout.Vietnamese,,set()
g,g,com.apple.keylayout.Vietnamese,,set()
z,z,com.apple.keylayout.Vietnamese,,set()
x,x,com.apple.keylayout.Vietnamese,,set()
c,c,com.apple.keylayout.Vietnamese,,set()
v,v,com.apple.keylayout.Vietnamese,,set()
¤,¤,com.apple.keylayout.Vietnamese,10,set()
b,b,com.apple.keylayout.Vietnamese,,set()
q,q,com.apple.keylayout.Vietnamese,,set()
w,w,com.apple.keylayout.Vietnamese,,set()
r,r,com.apple.keylayout.Vietnamese,,set()
t,t,com.apple.keylayout.Vietnamese,,set()
 ̉, ̉,com.apple.keylayout.Vietnamese,,set()
`,`,com.apple.keylayout.Vietnamese,,set()
₫,₫,com.apple.keylayout.Vietnamese,,set()
 ̣, ̣,com.apple.keylayout.Vietnamese,,set()
~,~,com.apple.keylayout.Vietnamese,,set()
-,-,com.apple.keylayout.Vietnamese,,set()
´,´,com.apple.keylayout.Vietnamese,,set()
đ,đ,com.apple.keylayout.Vietnamese,,set()
p,p,com.apple.keylayout.Vietnamese,,set()
l,l,com.apple.keylayout.Vietnamese,,set()
j,j,com.apple.keylayout.Vietnamese,,set()
',',com.apple.keylayout.Vietnamese,,set()
k,k,com.apple.keylayout.Vietnamese,,set()
;,;,com.apple.keylayout.Vietnamese,,set()
\,\,com.apple.keylayout.Vietnamese,,set()
",",",",com.apple.keylayout.Vietnamese,,set()
/,/,com.apple.keylayout.Vietnamese,,set()
n,n,com.apple.keylayout.Vietnamese,,set()
m,m,com.apple.keylayout.Vietnamese,,set()
.,.,com.apple.keylayout.Vietnamese,,set()
 , ,com.apple.keylayout.Vietnamese,,set()
`,`,com.apple.keylayout.Vietnamese,50,set()
.,.,com.apple.keylayout.Vietnamese,,set()
*,*,com.apple.keylayout.Vietnamese,,set()
+,+,com.apple.keylayout.Vietnamese,,set()
/,/,com.apple.keylayout.Vietnamese,,set()
-,-,com.apple.keylayout.Vietnamese,,set()
=,=,com.apple.keylayout.Vietnamese,,set()
0,0,com.apple.keylayout.Vietnamese,,set()
1,1,com.apple.keylayout.Vietnamese,,set()
2,2,com.apple.keylayout.Vietnamese,,set()
3,3,com.apple.keylayout.Vietnamese,,set()
4,4,com.apple.keylayout.Vietnamese,,set()
5,5,com.apple.keylayout.Vietnamese,,set()
6,6,com.apple.keylayout.Vietnamese,,set()
7,7,com.apple.keylayout.Vietnamese,,set()
8,8,com.apple.keylayout.Vietnamese,,set()
9,9,com.apple.keylayout.Vietnamese,,set()
S,s,com.apple.keylayout.Vietnamese,,{'shift'}
D,d,com.apple.keylayout.Vietnamese,,{'shift'}
F,f,com.apple.keylayout.Vietnamese,,{'shift'}
H,h,com.apple.keylayout.Vietnamese,,{'shift'}
G,g,com.apple.keylayout.Vietnamese,,{'shift'}
Z,z,com.apple.keylayout.Vietnamese,,{'shift'}
X,x,com.apple.keylayout.Vietnamese,,{'shift'}
C,c,com.apple.keylayout.Vietnamese,,{'shift'}
V,v,com.apple.keylayout.Vietnamese,,{'shift'}
±,¤,com.apple.keylayout.Vietnamese,10,{'shift'}
B,b,com.apple.keylayout.Vietnamese,,{'shift'}
Q,q,com.apple.keylayout.Vietnamese,,{'shift'}
W,w,com.apple.keylayout.Vietnamese,,{'shift'}
R,r,com.apple.keylayout.Vietnamese,,{'shift'}
T,t,com.apple.keylayout.Vietnamese,,{'shift'}
 ̉, ̉,com.apple.keylayout.Vietnamese,,{'shift'}
`,`,com.apple.keylayout.Vietnamese,,{'shift'}
+,₫,com.apple.keylayout.Vietnamese,,{'shift'}
 ̣, ̣,com.apple.keylayout.Vietnamese,,{'shift'}
~,~,com.apple.keylayout.Vietnamese,,{'shift'}
_,-,com.apple.keylayout.Vietnamese,,{'shift'}
´,´,com.apple.keylayout.Vietnamese,,{'shift'}
Đ,đ,com.apple.keylayout.Vietnamese,,{'shift'}
P,p,com.apple.keylayout.Vietnamese,,{'shift'}
L,l,com.apple.keylayout.Vietnamese,,{'shift'}
J,j,com.apple.keylayout.Vietnamese,,{'shift'}
"""",',com.apple.keylayout.Vietnamese,,{'shift'}
K,k,com.apple.keylayout.Vietnamese,,{'shift'}
:,;,com.apple.keylayout.Vietnamese,,{'shift'}
|,\,com.apple.keylayout.Vietnamese,,{'shift'}
<,",",com.apple.keylayout.Vietnamese,,{'shift'}
?,/,com.apple.keylayout.Vietnamese,,{'shift'}
N,n,com.apple.keylayout.Vietnamese,,{'shift'}
M,m,com.apple.keylayout.Vietnamese,,{'shift'}
>,.,com.apple.keylayout.Vietnamese,,{'shift'}
 , ,com.apple.keylayout.Vietnamese,,{'shift'}
~,`,com.apple.keylayout.Vietnamese,50,{'shift'}
.,.,com.apple.keylayout.Vietnamese,,{'shift'}
*,,com.apple.keylayout.Vietnamese,,{'shift'}
*,*,com.apple.keylayout.Vietnamese,,{'shift'}
+,+,com.apple.keylayout.Vietnamese,,{'shift'}
+,,com.apple.keylayout.Vietnamese,,{'shift'}
=,,com.apple.keylayout.Vietnamese,,{'shift'}
/,/,com.apple.keylayout.Vietnamese,,{'shift'}
/,,com.apple.keylayout.Vietnamese,,{'shift'}
-,-,com.apple.keylayout.Vietnamese,,{'shift'}
=,=,com.apple.keylayout.Vietnamese,,{'shift'}
0,0,com.apple.keylayout.Vietnamese,,{'shift'}
1,1,com.apple.keylayout.Vietnamese,,{'shift'}
2,2,com.apple.keylayout.Vietnamese,,{'shift'}
3,3,com.apple.keylayout.Vietnamese,,{'shift'}
4,4,com.apple.keylayout.Vietnamese,,{'shift'}
5,5,com.apple.keylayout.Vietnamese,,{'shift'}
6,6,com.apple.keylayout.Vietnamese,,{'shift'}
7,7,com.apple.keylayout.Vietnamese,,{'shift'}
8,8,com.apple.keylayout.Vietnamese,,{'shift'}
9,9,com.apple.keylayout.Vietnamese,,{'shift'}
å,,com.apple.keylayout.Vietnamese,,{'option'}
ß,s,com.apple.keylayout.Vietnamese,,{'option'}
©,g,com.apple.keylayout.Vietnamese,,{'option'}
ç,v,com.apple.keylayout.Vietnamese,,{'option'}
¤,¤,com.apple.keylayout.Vietnamese,10,{'option'}
̆,b,com.apple.keylayout.Vietnamese,,{'option'}
®,r,com.apple.keylayout.Vietnamese,,{'option'}
¥,,com.apple.keylayout.Vietnamese,,{'option'}
™,t,com.apple.keylayout.Vietnamese,,{'option'}
1,,com.apple.keylayout.Vietnamese,,{'option'}
2,,com.apple.keylayout.Vietnamese,,{'option'}
3,,com.apple.keylayout.Vietnamese,,{'option'}
4,,com.apple.keylayout.Vietnamese,,{'option'}
6, ̉,com.apple.keylayout.Vietnamese,,{'option'}
5,`,com.apple.keylayout.Vietnamese,,{'option'}
=,₫,com.apple.keylayout.Vietnamese,,{'option'}
9, ̣,com.apple.keylayout.Vietnamese,,{'option'}
7,~,com.apple.keylayout.Vietnamese,,{'option'}
-,-,com.apple.keylayout.Vietnamese,,{'option'}
8,´,com.apple.keylayout.Vietnamese,,{'option'}
0,đ,com.apple.keylayout.Vietnamese,,{'option'}
],,com.apple.keylayout.Vietnamese,,{'option'}
ø,,com.apple.keylayout.Vietnamese,,{'option'}
¨,,com.apple.keylayout.Vietnamese,,{'option'}
[,,com.apple.keylayout.Vietnamese,,{'option'}
^,,com.apple.keylayout.Vietnamese,,{'option'}
£,l,com.apple.keylayout.Vietnamese,,{'option'}
ñ,n,com.apple.keylayout.Vietnamese,,{'option'}
µ,m,com.apple.keylayout.Vietnamese,,{'option'}
 , ,com.apple.keylayout.Vietnamese,,{'option'}
.,.,com.apple.keylayout.Vietnamese,,{'option'}
*,*,com.apple.keylayout.Vietnamese,,{'option'}
+,+,com.apple.keylayout.Vietnamese,,{'option'}
/,/,com.apple.keylayout.Vietnamese,,{'option'}
-,-,com.apple.keylayout.Vietnamese,,{'option'}
=,=,com.apple.keylayout.Vietnamese,,{'option'}
0,0,com.apple.keylayout.Vietnamese,,{'option'}
1,1,com.apple.keylayout.Vietnamese,,{'option'}
2,2,com.apple.keylayout.Vietnamese,,{'option'}
3,3,com.apple.keylayout.Vietnamese,,{'option'}
4,4,com.apple.keylayout.Vietnamese,,{'option'}
5,5,com.apple.keylayout.Vietnamese,,{'option'}
6,6,com.apple.keylayout.Vietnamese,,{'option'}
7,7,com.apple.keylayout.Vietnamese,,{'option'}
8,8,com.apple.keylayout.Vietnamese,,{'option'}
9,9,com.apple.keylayout.Vietnamese,,{'option'}
Å,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
Ç,v,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
±,¤,com.apple.keylayout.Vietnamese,10,"{'shift', 'option'}"
!,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
@,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
#,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
$,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
^, ̉,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
%,`,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
+,₫,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
(, ̣,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
&,~,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
_,-,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
*,´,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
),đ,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
},,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
Ø,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
{,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
Ñ,n,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
 , ,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
.,.,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
*,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
*,*,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
+,+,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
+,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
=,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
/,/,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
/,,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
-,-,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
=,=,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
0,0,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
1,1,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
2,2,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
3,3,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
4,4,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
5,5,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
6,6,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
7,7,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
8,8,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
9,9,com.apple.keylayout.Vietnamese,,"{'shift', 'option'}"
a,a,com.apple.keylayout.Turkish-QWERTY-PC,,set()
s,s,com.apple.keylayout.Turkish-QWERTY-PC,,set()
d,d,com.apple.keylayout.Turkish-QWERTY-PC,,set()
f,f,com.apple.keylayout.Turkish-QWERTY-PC,,set()
h,h,com.apple.keylayout.Turkish-QWERTY-PC,,set()
g,g,com.apple.keylayout.Turkish-QWERTY-PC,,set()
z,z,com.apple.keylayout.Turkish-QWERTY-PC,,set()
x,x,com.apple.keylayout.Turkish-QWERTY-PC,,set()
c,c,com.apple.keylayout.Turkish-QWERTY-PC,,set()
v,v,com.apple.keylayout.Turkish-QWERTY-PC,,set()
"""","""",com.apple.keylayout.Turkish-QWERTY-PC,10,set()
b,b,com.apple.keylayout.Turkish-QWERTY-PC,,set()
q,q,com.apple.keylayout.Turkish-QWERTY-PC,,set()
w,w,com.apple.keylayout.Turkish-QWERTY-PC,,set()
e,e,com.apple.keylayout.Turkish-QWERTY-PC,,set()
r,r,com.apple.keylayout.Turkish-QWERTY-PC,,set()
y,y,com.apple.keylayout.Turkish-QWERTY-PC,,set()
t,t,com.apple.keylayout.Turkish-QWERTY-PC,,set()
1,1,com.apple.keylayout.Turkish-QWERTY-PC,,set()
2,2,com.apple.keylayout.Turkish-QWERTY-PC,,set()
3,3,com.apple.keylayout.Turkish-QWERTY-PC,,set()
4,4,com.apple.keylayout.Turkish-QWERTY-PC,,set()
6,6,com.apple.keylayout.Turkish-QWERTY-PC,,set()
5,5,com.apple.keylayout.Turkish-QWERTY-PC,,set()
-,-,com.apple.keylayout.Turkish-QWERTY-PC,,set()
9,9,com.apple.keylayout.Turkish-QWERTY-PC,,set()
7,7,com.apple.keylayout.Turkish-QWERTY-PC,,set()
*,*,com.apple.keylayout.Turkish-QWERTY-PC,,set()
8,8,com.apple.keylayout.Turkish-QWERTY-PC,,set()
0,0,com.apple.keylayout.Turkish-QWERTY-PC,,set()
ü,ü,com.apple.keylayout.Turkish-QWERTY-PC,,set()
o,o,com.apple.keylayout.Turkish-QWERTY-PC,,set()
u,u,com.apple.keylayout.Turkish-QWERTY-PC,,set()
ğ,ğ,com.apple.keylayout.Turkish-QWERTY-PC,,set()
ı,ı,com.apple.keylayout.Turkish-QWERTY-PC,,set()
p,p,com.apple.keylayout.Turkish-QWERTY-PC,,set()
l,l,com.apple.keylayout.Turkish-QWERTY-PC,,set()
j,j,com.apple.keylayout.Turkish-QWERTY-PC,,set()
i,i,com.apple.keylayout.Turkish-QWERTY-PC,,set()
k,k,com.apple.keylayout.Turkish-QWERTY-PC,,set()
ş,ş,com.apple.keylayout.Turkish-QWERTY-PC,,set()
",",",",com.apple.keylayout.Turkish-QWERTY-PC,,set()
ö,ö,com.apple.keylayout.Turkish-QWERTY-PC,,set()
.,.,com.apple.keylayout.Turkish-QWERTY-PC,,set()
n,n,com.apple.keylayout.Turkish-QWERTY-PC,,set()
m,m,com.apple.keylayout.Turkish-QWERTY-PC,,set()
ç,ç,com.apple.keylayout.Turkish-QWERTY-PC,,set()
 , ,com.apple.keylayout.Turkish-QWERTY-PC,,set()
<,<,com.apple.keylayout.Turkish-QWERTY-PC,50,set()
",",",",com.apple.keylayout.Turkish-QWERTY-PC,,set()
*,*,com.apple.keylayout.Turkish-QWERTY-PC,,set()
+,+,com.apple.keylayout.Turkish-QWERTY-PC,,set()
/,/,com.apple.keylayout.Turkish-QWERTY-PC,,set()
-,-,com.apple.keylayout.Turkish-QWERTY-PC,,set()
=,=,com.apple.keylayout.Turkish-QWERTY-PC,,set()
0,0,com.apple.keylayout.Turkish-QWERTY-PC,,set()
1,1,com.apple.keylayout.Turkish-QWERTY-PC,,set()
2,2,com.apple.keylayout.Turkish-QWERTY-PC,,set()
3,3,com.apple.keylayout.Turkish-QWERTY-PC,,set()
4,4,com.apple.keylayout.Turkish-QWERTY-PC,,set()
5,5,com.apple.keylayout.Turkish-QWERTY-PC,,set()
6,6,com.apple.keylayout.Turkish-QWERTY-PC,,set()
7,7,com.apple.keylayout.Turkish-QWERTY-PC,,set()
8,8,com.apple.keylayout.Turkish-QWERTY-PC,,set()
9,9,com.apple.keylayout.Turkish-QWERTY-PC,,set()
A,a,com.apple.keylayout.Turkish-QWERTY-PC,,{'shift'}
S,s,com.apple.keylayout.Turkish-QWERTY-PC,,{'shift'}
D,d,com.apple.keylayout.Turkish-QWERTY-PC,,{'shift'}
